,Comment ID,Trust,Respondent ID,Date,Service type 1,Service type 2,FFT categorical answer,FFT question,FFT answer
7625,NEAS PTS 1780 - Q2,NEAS,NEAS PTS 1780,01/08/2022,PTS  - Patient Transport,,1,How could we improve?,The service and information given was excellent.
6516,NEAS S&C 5064 - Q2,NEAS,NEAS S&C 5064,21/06/2022,See and Convey,,1,How could we improve?,Nothing 
5203,NHFT 1601 - Q2,NHFT,NHFT 1601,17/04/2022,Forensic,Wathwood,2,What was good?,Got Sky TV. Good meals 
6255,NEAS S&C 2846 - Q1,NEAS,NEAS S&C 2846,09/12/2021,See and Convey,,5,FFT Why?,Wouldn't use the ambulance the way the treated us very bad 
1024,NHFT 164 - Q2,NHFT,NHFT 164,07/07/2021,Community health services,Rushcliffe,1,What was good?,"Routine - bed - medication - meals etc.
Friendly (except night staff), helpful.
Food OK - portion size could be smaller. "
2409,NHFT 143 - Q1,NHFT,NHFT 143,06/07/2021,Local partnerships- MH,Substance misuse services,1,What could we do better?,Text message the appointment the day before in case I forget. 
4350,NEAS PTS 685 - Q1,NEAS,NEAS PTS 685,31/10/2021,PTS  - Patient Transport,,1,FFT Why?,"That is the only time I have used it, my family normally picks me up."
2638,NHFT 1126 - Q2,NHFT,NHFT 1126,30/12/2021,Forensic,Arnold lodge,2,What was good?,Bringing a healthy routine to my life. 
3697,NEAS PTS 1680 - Q2,NEAS,NEAS PTS 1680,31/07/2022,PTS  - Patient Transport,,1,How could we improve?,Because it was.
1101,NHFT 513 - Q2,NHFT,NHFT 513,08/09/2021,Forensic,High secure MH,2,What was good?,"TED staff that came onto the ward during COVID, they was very good and helpful, I miss them. "
6727,NEAS S&C 2172 - Q1,NEAS,NEAS S&C 2172,30/09/2021,See and Convey,,1,FFT Why?,"Paramedics were very kind, caring and explained what was going on really well even though my mom is deaf and understood."
5755,NEAS 111 1216 - Q2,NEAS,NEAS 111 1216,09/11/2021,111,,1,How could we improve?,"The person on the phone  listened, politely answered my questions, and give me support and advice to help with my problem"
312,NEAS PTS 1473 - Q1,NEAS,NEAS PTS 1473,31/05/2022,PTS  - Patient Transport,,1,FFT Why?,Nothing.
6469,NEAS S&C 4665 - Q1,NEAS,NEAS S&C 4665,24/05/2022,See and Convey,,1,FFT Why?,Very caring and helpful they put my mind at rest 
7113,NHFT 1337 - Q1,NHFT,NHFT 1337,11/03/2022,Community health services,Specialist Services and CYP,1,What could we do better?,I'm not sure
7593,NEAS PTS 1684 - Q2,NEAS,NEAS PTS 1684,31/07/2022,PTS  - Patient Transport,,1,How could we improve?,Picked up on time. Pleasant driver. Brought home safely.
3242,NEAS 111 2510 - Q2,NEAS,NEAS 111 2510,09/08/2022,111,,1,How could we improve?,"Prompt answer, appointment made to attend care centre that day."
4032,NEAS S&C 4205 - Q2,NEAS,NEAS S&C 4205,4/19/2022,See and Convey,,2,How could we improve?,Less questionsFaster response time although I requires more funding and staff
6986,NHFT 997 - Q2,NHFT,NHFT 997,22/11/2021,Community health services,Specialist Services and CYP,1,What was good?,The Health Visitor was really understanding
1409,NHFT 1582 - Q2,NHFT,NHFT 1582,13/04/2022,Community health services,Specialist Services and CYP,1,What was good?,From beginning to end of treatment - first class service.  Made to feel extremely relaxed. 
1224,NHFT 1214 - Q1,NHFT,NHFT 1214,14/12/2021,Local partnerships- MH,Adult mental health,5,What could we do better?,"Keep trust with patients and not let them down, and then say it's there fault. Not to lie stating you have contacted a person who is in crisis when you haven't. You didn't even contact my caregiver, when you state you couldn't contact myself."
7053,NHFT 1885 - Q1,NHFT,NHFT 1885,01/02/2022,Local partnerships- MH,Mental health services for older people,7,What could we do better?,"If someone has a problem take them into a private room, especially if it's a regular ward.
Doctors should realise that it curtains around a person not walls and everybody can hear what is being said, especially doctors shouting."
699,NEAS S&C 4086 - Q1,NEAS,NEAS S&C 4086,12/04/2022,See and Convey,,1,FFT Why?,The ambulance FAIRLY quickly  I was well pleased Theparamedics got strait on looking for anyProblems  with my heart as that was I thought Was my problem  they took a cardiographer and found  nothing   To me having a heart attack  the paramedics  give a choice of Two Hospitals Sunderland  gen or North TeesTo be assessed
1129,NHFT 612 - Q2,NHFT,NHFT 612,22/09/2021,Local partnerships- MH,Substance misuse services,1,What was good?,Very supportive & caring.  Always having the time to listen even when very busy. 
5106,NHFT 1728 - Q1,NHFT,NHFT 1728,14/02/2022,Local partnerships- MH,Learning disability,1,What could we do better?,I don't think there is anything you could do better.
6229,NEAS S&C 2625 - Q1,NEAS,NEAS S&C 2625,09/11/2021,See and Convey,,2,FFT Why?,Very good service from the ambulance crew but the was a delay in arriving. Obviously there is a shortage of Ambulances and this should be addressed. Other than that really can't fault the service. 
5934,NEAS 111 1872 - Q3,NEAS,NEAS 111 1872,19/04/2022,111,,2,"Please describe any things about the 111 service that
you were particularly satisfied and/or dissatisfied with","As stated earlier they passed on incorrect information that I was not diabetic when I told them I was and they even had said earlier to bring my insulin. Because it was alcohol related one of them finished my sentence for me when I said I was feeling.... and he said selfish. His colleague denied it but he did say it. I am in AA and have a sponsor, I try consistently to remain sober so I didn't appreciate that comment. Overall I have had amazing service from the NHS"
2464,NHFT 344 - Q2,NHFT,NHFT 344,05/08/2021,Forensic,Offender health,2,What was good?,Listening to what I had to say.
1359,NHFT 1395 - Q1,NHFT,NHFT 1395,22/03/2022,Community health services,South Notts,1,What could we do better?,not much better
5411,NHFT 734 - Q1,NHFT,NHFT 734,30/09/2021,Forensic,High secure LD,1,What could we do better?,Nothing. 
6086,NEAS 111 2441 - Q1,NEAS,NEAS 111 2441,31/07/2022,111,,5,FFT Why?,Keep passing you onto someone else.
7611,NEAS PTS 1738 - Q2,NEAS,NEAS PTS 1738,31/07/2022,PTS  - Patient Transport,,1,How could we improve?,They are always very helpful.
5402,NHFT 686 - Q2,NHFT,NHFT 686,30/09/2021,Forensic,High secure LD,3,What was good?,Not much. 
7479,NEAS PTS 1336 - Q2,NEAS,NEAS PTS 1336,31/05/2022,PTS  - Patient Transport,,2,How could we improve?,Arrived on time. Got me to the hospital in plenty of time.
7578,NEAS PTS 1639 - Q2,NEAS,NEAS PTS 1639,30/06/2022,PTS  - Patient Transport,,1,How could we improve?,Because it was very good.
3394,NEAS PTS 765 - Q2,NEAS,NEAS PTS 765,30/11/2021,PTS  - Patient Transport,,1,How could we improve?,So glad that you can help me when I need help.
1596,NHFT 629 - Q2,NHFT,NHFT 629,22/09/2021,Forensic,Arnold lodge,1,What was good?,"Everything, they don't try and change me, they proffer me. "
5083,NHFT 1916 - Q2,NHFT,NHFT 1916,01/02/2022,Local partnerships- MH,Mental health services for older people,7,What was good?,"After being discharged from hospital I was visited by a community nurse, who was very supportive.  I also saw a psychiatrist who was excellent.  He listened to me, which was incredibly helpful. After 18 months in hospital I was offered ECT treatment.  This worked for me.  In fact it saved my life."
35,NEAS PTS 633 - Q1,NEAS,NEAS PTS 633,07/10/2021,PTS  - Patient Transport,,1,FFT Why?,"Nothing could be done better everyone is helpful, supportive kind and very pleasant. I have no family left so without your service I couldn't afford to go to hospital. "
5277,NHFT 183 - Q1,NHFT,NHFT 183,07/07/2021,Community health services,Specialist services,1,What could we do better?,Self referrals again. 
4164,NEAS S&C 5327 - Q2,NEAS,NEAS S&C 5327,07/06/2022,See and Convey,,1,How could we improve?,Nothing better. First class paramedics and arrived quickly 
1556,NHFT 481 - Q1,NHFT,NHFT 481,02/09/2021,Forensic,Offender health,3,What could we do better?,"Get things done.
Quicker appointments. "
7047,NHFT 1861 - Q1,NHFT,NHFT 1861,01/02/2022,Local partnerships- MH,Adult mental health,7,What could we do better?,"Explain, discuss, describe options.  Plan treatment plan ahead a sessions purpose/aims.  Actually help us cope/find coping strategies.  Read letters from other professionals about me when sent to them, stop making money/saving the priority as it marked by reduces care received.  Length of waiting times, I once had a ""review"" call or two where ""reviewer"" did not listen, where I'd specifically asked for no review, ignored that I was seriously ill though this information passed to them at start and ploughed on despite all I said.  Some APT services are worse than useless, lets wellbeing in particular."
5881,NEAS 111 1678 - Q2,NEAS,NEAS 111 1678,08/03/2022,111,,2,How could we improve?,Once I'd got through the service was prompt and efficient 
3246,NEAS 111 2525 - Q1,NEAS,NEAS 111 2525,16/08/2022,111,,2,FFT Why?,Answering more quickly 
2238,NEAS 111 2249 - Q3,NEAS,NEAS 111 2249,22/06/2022,111,,1,"Please describe any things about the 111 service that
you were particularly satisfied and/or dissatisfied with",too long to get through 
7675,NEAS PTS 1930 - Q2,NEAS,NEAS PTS 1930,30/09/2022,PTS  - Patient Transport,,1,How could we improve?,The way I was treated.
4041,NEAS S&C 4282 - Q1,NEAS,NEAS S&C 4282,4/26/2022,See and Convey,,1,FFT Why?,Brilliant Paramedics. So caring.
5758,NEAS 111 1227 - Q2,NEAS,NEAS 111 1227,15/11/2021,111,,3,How could we improve?,My own doctor would not attend so as not referred spent 4 hours in cold room with no checks and sent home. 
805,NEAS S&C 4987 - Q1,NEAS,NEAS S&C 4987,14/06/2022,See and Convey,,2,FFT Why?,Have had to call them out a few times recently and they’ve always arrived fairly quickly and have always been helpful and not judged me. 
3748,NEAS PTS 1833 - Q2,NEAS,NEAS PTS 1833,31/08/2022,PTS  - Patient Transport,,1,How could we improve?,Very polite and helpful.
4248,NEAS S&C 6041 - Q2,NEAS,NEAS S&C 6041,8/30/2022,See and Convey,,1,How could we improve?,"Not having all the ambulances sat with the engines running outside a&e. There should be an electrical cable to connect to, to keep the vehicles working and stop everyone breathing in fumes!"
2107,NEAS 111 1762 - Q1,NEAS,NEAS 111 1762,31/03/2022,111,,1,FFT Why?,Nothing in my case.
7730,NEAS S&C 3617 - Q1,NEAS,NEAS S&C 3617,08/03/2022,See and Convey,,2,FFT Why?,"The call handler on the phone was fab and the practitioner who called back was also super, the paramedics who attended were not, they said my mam only had a UTI and were dismissive of her, luckily I am a nurse practitioner and know the signs of sepsis and"
7429,NEAS PTS 1186 - Q2,NEAS,NEAS PTS 1186,31/03/2022,PTS  - Patient Transport,,1,How could we improve?,On time and arrived on time to appointment.
2525,NHFT 630 - Q1,NHFT,NHFT 630,22/09/2021,Forensic,High secure MH,5,What could we do better?,"More things to do on a day to day basis and for longer. More staff around & less restriction because they affect me greatly.  Nicer staff, staff reminded no to be nasty to patients and not feel intimidated. "
4813,NHFT 152 - Q1,NHFT,NHFT 152,07/07/2021,Community health services,Rushcliffe,1,What could we do better?,"To listen to us we need more staff/time!
Nothing to do because of staff shortage. "
6690,NEAS 111 882 - Q2,NEAS,NEAS 111 882,06/09/2021,111,,5,How could we improve?,After I rang 111 I got told I'd get a call back roughly within 3-6 hours I ended up hearing nothing back at all. 
7702,NEAS 111 709 - Q3,NEAS,NEAS 111 709,07/08/2021,111,,4,"Please describe any things about the 111 service that 
you were particularly satisfied and/or dissatisfied with","Handed me to GP, instead of organising ambulance, GP took ages to ring me back, so ended up taking her to hospital, where she was admitted forc5 days.  So, I was right and everyone else was wrong.  Pathetic."
5196,NHFT 1570 - Q2,NHFT,NHFT 1570,13/04/2022,Forensic,High secure MH,2,What was good?,That someone add time to get me better as I was very unwell. 
3105,NEAS 111 2008 - Q1,NEAS,NEAS 111 2008,09/05/2022,111,,1,FFT Why?,More accurate time instead of hours to wait. 
593,NEAS S&C 3185 - Q1,NEAS,NEAS S&C 3185,22/01/2022,See and Convey,,1,FFT Why?,Fast efficient and thorough assistance 
2846,NEAS 111 1054 - Q3,NEAS,NEAS 111 1054,08/10/2021,111,,3,"Please describe any things about the 111 service that
you were particularly satisfied and/or dissatisfied with",Just the amount of time it took to talk to someone 
3306,NEAS 111 2745 - Q1,NEAS,NEAS 111 2745,30/09/2022,111,,2,FFT Why?,Don’t know as I am unsure if it was N.Tees's fault or the man I spoke to originally.
6337,NEAS S&C 3543 - Q1,NEAS,NEAS S&C 3543,28/02/2022,See and Convey,,1,FFT Why?,"My husband called as I was in a lot of pain, he had to apologised to your staff  as he was very stressed, but they were so kind and helpful."
2092,NEAS 111 1703 - Q2,NEAS,NEAS 111 1703,11/03/2022,111,,1,How could we improve?,VERY HELPFULL 
52,NEAS PTS 684 - Q1,NEAS,NEAS PTS 684,31/10/2021,PTS  - Patient Transport,,2,FFT Why?,It's difficult to be ready 2 hours before if I have an early appointment.
7859,NHFT 1231 - Q1,NHFT,NHFT 1231,29/12/2021,Community health services,South Notts,5,What could we do better?,You could get rid of Rushcliffe hub. The staff have been bullied intimidated and there are some staff scared to speak out. This hub needs closing and people who are bullying need to be accountable.  a 75 year old man has died because of their neglect and 
2786,NHFT 1509 - Q2,NHFT,NHFT 1509,06/04/2022,Community health services,South Notts,1,What was good?,Everything. 
2129,NEAS 111 1846 - Q2,NEAS,NEAS 111 1846,08/04/2022,111,,1,How could we improve?,The lass was really helpful and really patient. Great service and great outcome. Thank you all. 
6218,NEAS S&C 2531 - Q2,NEAS,NEAS S&C 2531,01/11/2021,See and Convey,,1,How could we improve?,Nothing
2714,NHFT 1268 - Q1,NHFT,NHFT 1268,22/02/2022,Local partnerships- MH,Prescribed services,1,What could we do better?,Nothing
772,NEAS S&C 4706 - Q2,NEAS,NEAS S&C 4706,25/05/2022,See and Convey,,1,How could we improve?,
951,NEAS S&C 6228 - Q1,NEAS,NEAS S&C 6228,14/09/2022,See and Convey,,1,FFT Why?,Helpful staff all the way through from phone call to paramedics arriving 
4236,NEAS S&C 5939 - Q2,NEAS,NEAS S&C 5939,8/16/2022,See and Convey,,1,How could we improve?,Nothing
7214,NHFT 1691 - Q2,NHFT,NHFT 1691,30/05/2022,Local partnerships- MH,Adult mental health,2,What was good?,"Packed lunch as I like the fruit. 
Aerial sockets in our bedrooms. 
Staff very helpful, kind. 
Give me towels, fruit & toiletries. 
"
6674,NEAS S&C 6424 - Q2,NEAS,NEAS S&C 6424,28/09/2022,See and Convey,,1,How could we improve?,Nothing could have been better 
797,NEAS S&C 4919 - Q1,NEAS,NEAS S&C 4919,07/06/2022,See and Convey,,1,FFT Why?,We did not have to wait too long. The crew were lovely.
5404,NHFT 702 - Q1,NHFT,NHFT 702,30/09/2021,Forensic,High secure women's service,2,What could we do better?,Dr's need to listen and take our views on board. 
7817,NEAS S&C 1928 - Q1,NEAS,NEAS S&C 1928,06/09/2021,See and Convey,,2,FFT Why?,Ambulance crew were very professional and compassionate My only criticism as the call handling process to which this is not meant for the individual I think this may be a system process 
4021,NEAS S&C 4112 - Q1,NEAS,NEAS S&C 4112,04/12/2022,See and Convey,,1,FFT Why?,"I was very poorly vomiting blood, nothing was stopping it and I was in a lot of pain in my stomach also "
1686,NHFT 1049 - Q2,NHFT,NHFT 1049,10/12/2021,Community health services,South Notts,1,What was good?,"Everything, I couldn't ask for more, nothing was too much..."
5114,NHFT 1270 - Q1,NHFT,NHFT 1270,22/02/2022,Local partnerships- MH,Mental health services for older people,1,What could we do better?,Nothing
2435,NHFT 247 - Q1,NHFT,NHFT 247,13/07/2021,Community health services,Children and young people,2,What could we do better?,Nothing.
1673,NHFT 1015 - Q2,NHFT,NHFT 1015,05/11/2021,Local partnerships- MH,Mental health services for older people,1,What was good?,"The help I had was very good. The activities that were on the ward like painting and seated exercises were really good, and help you get though the day. The nursing staff were very kind and always happy to help, and the ward is very clean and well kept; which is very good, and important for your recovery. Pleasant staff all round."
4239,NEAS S&C 5965 - Q1,NEAS,NEAS S&C 5965,8/24/2022,See and Convey,,1,FFT Why?,They arrive at the quickest possible time 
7797,NEAS 111 2362 - Q2,NEAS,NEAS 111 2362,19/07/2022,111,,4,How could we improve?,It took ages to get through ( after my doctor told me to call as they didn’t have any appointments and if I called 111 they would make me an appointment to go to hospital for a scan on my knee)then ages to answer all the questions to be given a telephone 
1668,NHFT 972 - Q1,NHFT,NHFT 972,02/11/2021,Local partnerships- MH,Mental health services for older people,1,What could we do better?,"If there were the funds for more care staff, then more patients could benefit from their 'right to fresh air'.  And to organise some activities for weekends when the dedicated activities organiser does not work. "
1623,NHFT 724 - Q1,NHFT,NHFT 724,30/09/2021,Forensic,High secure LD,1,What could we do better?,Low staff when your want to go out for fresh air. 
6626,NEAS S&C 6016 - Q2,NEAS,NEAS S&C 6016,24/08/2022,See and Convey,,1,How could we improve?,Just get there earlier for what we thought was a heart attack. 
3410,NEAS PTS 813 - Q2,NEAS,NEAS PTS 813,01/12/2021,PTS  - Patient Transport,,1,How could we improve?,"Very easy just to make a phone call, very helpful"
2421,NHFT 190 - Q2,NHFT,NHFT 190,07/07/2021,Community health services,Specialist services,2,What was good?,"The nurse treating at the podiatry clinic, warm, friendly, calm."
599,NEAS S&C 3236 - Q1,NEAS,NEAS S&C 3236,28/01/2022,See and Convey,,1,FFT Why?,Excellent service from the ambulance workers 
5220,NHFT 1654 - Q2,NHFT,NHFT 1654,10/05/2022,Local partnerships- MH,Adult mental health,2,What was good?,Its good to be able to off-load and to share experiences and advice. 
7568,NEAS PTS 1609 - Q2,NEAS,NEAS PTS 1609,30/06/2022,PTS  - Patient Transport,,1,How could we improve?,I give this score it is very good.
5610,NHFT 1389 - Q2,NHFT,NHFT 1389,15/03/2022,Forensic,High secure women's service,5,What was good?,"Some staff are nice.  Activities, especially during COVID. "
109,NEAS PTS 861 - Q1,NEAS,NEAS PTS 861,31/12/2021,PTS  - Patient Transport,,1,FFT Why?,"Nothing, it was perfect."
6775,NHFT 106 - Q1,NHFT,NHFT 106,02/07/2021,Local partnerships- MH,Mental health services for older people,5,What could we do better?,"Staff to listen & understand more when patients talking to them. 
Food. "
7646,NEAS PTS 1843 - Q2,NEAS,NEAS PTS 1843,31/08/2022,PTS  - Patient Transport,,1,How could we improve?,Because it takes you right to the place where you want to be.
2474,NHFT 368 - Q1,NHFT,NHFT 368,20/08/2021,Community health services,Children and young people,1,What could we do better?,Nothing
5334,NHFT 374 - Q2,NHFT,NHFT 374,25/08/2021,Community health services,Children and young people,1,What was good?,Most of it.
965,NEAS S&C 6347 - Q1,NEAS,NEAS S&C 6347,21/09/2022,See and Convey,,2,FFT Why?,They responded well and made sure I got the right care
2147,NEAS 111 1912 - Q2,NEAS,NEAS 111 1912,27/04/2022,111,,5,How could we improve?,"Rang 10.30 p.m. a Saturday night, didn't ring back until 12.30 a.m. then 4.00 a.m. then again 7.30 a.m. and we had to then ask for someone to come out, which was 12.30 p.m. Sunday before someone came. Made a decision on the 1st call if someone was coming out or not. "
6287,NEAS S&C 3118 - Q1,NEAS,NEAS S&C 3118,18/01/2022,See and Convey,,1,FFT Why?,They where great with us
1176,NHFT 840 - Q2,NHFT,NHFT 840,09/10/2021,Community health services,Specialist Services and CYP,1,What was good?,Treatment. 
3735,NEAS PTS 1794 - Q2,NEAS,NEAS PTS 1794,31/08/2022,PTS  - Patient Transport,,1,How could we improve?,At this time - June - I was in a lot of pain.
3414,NEAS PTS 825 - Q2,NEAS,NEAS PTS 825,31/12/2021,PTS  - Patient Transport,,1,How could we improve?,Because they are friendly and take good care of you.
4259,NEAS S&C 6135 - Q1,NEAS,NEAS S&C 6135,09/07/2022,See and Convey,,1,FFT Why?,"Crew were excellent, totally efficient "
6861,NHFT 485 - Q1,NHFT,NHFT 485,02/09/2021,Forensic,Offender health,2,What could we do better?,More leaflets about COVID and restrictions. 
6565,NEAS S&C 5489 - Q2,NEAS,NEAS S&C 5489,19/07/2022,See and Convey,,4,How could we improve?,A bit of compassion wouldn't go a miss..you don't know the extent of someone's pain or injuries inside so when you are rude about a patient pain is disgusting.i have had to stop myself from making a complaint about this man 
5693,NHFT 1668 - Q2,NHFT,NHFT 1668,24/05/2022,Community health services,Specialist Services and CYP,1,What was good?,"Lots of info and resources.
Friendly and approachable.
Time to ask questions."
1159,NHFT 715 - Q2,NHFT,NHFT 715,30/09/2021,Forensic,High secure women's service,2,What was good?,Staff are great.  Activities are good. DRC staff good. 
4574,NEAS PTS 1360 - Q1,NEAS,NEAS PTS 1360,31/05/2022,PTS  - Patient Transport,,1,FFT Why?,Nothing.
3944,NEAS S&C 3449 - Q1,NEAS,NEAS S&C 3449,2/18/2022,See and Convey,,1,FFT Why?,The paramedics were prompt. The information recieved via phone call was efficient and useful.
3347,NEAS PTS 624 - Q2,NEAS,NEAS PTS 624,07/10/2021,PTS  - Patient Transport,,1,How could we improve?,Were very helpful and caring. 
2134,NEAS 111 1864 - Q3,NEAS,NEAS 111 1864,12/04/2022,111,,5,"Please describe any things about the 111 service that
you were particularly satisfied and/or dissatisfied with",I am dissatisfied at the length of time it took being on hold.We had to go through 111 because it was my granddaughter who is 2yrs that was poorly. She was visiting and doesn't live local so ourGP wouldn't see her. I am dissatisfied because the appointment given was to attend an urgent care centre some 40mins away by car. There was nothing closer. The service as a whole has certainly gone down hill.
7816,NEAS S&C 1745 - Q1,NEAS,NEAS S&C 1745,25/08/2021,See and Convey,,2,FFT Why?,The service of the call centre and the amount of time taken to arrive was unacceptable. The cycle path I was on should’ve be visible to call centre staff on their system.The ambulance staff were great when they finally arrived. 
6157,NEAS 111 2701 - Q2,NEAS,NEAS 111 2701,28/09/2022,111,,1,How could we improve?,I was spoken too by a really nice lady who put my mind at rest .. 
2564,NHFT 930 - Q1,NHFT,NHFT 930,07/10/2021,Local partnerships- MH,Adult mental health,4,What could we do better?,"Communicating when things are happening (eg when ward rounds have been scheduled for). These were communicated to my community team but not me. There were issues with staffing levels when I was on the ward, this impacted leave but also care in terms of people being familiar with patients/their care plans/the ward (or in the case of bank and agency staff often not being familiar with people and their care plans), and whether or not people were available for 1:1s, etc. When leave was denied, explaining why this was the case. Finding time to go through care plans with patients. A lot of the information that the psychiatrist initially had about me was several years out of date (eg who has CCo, etc). Sticking to the ward timetable (activities and community meetings etc didnÃ¢â‚¬â„¢t often happen as planned, although often other activities happened). Helping people who are quieter in their distress, as well as those whoÃ¢â‚¬â„¢s distress is perhaps more outwardly apparent."
6221,NEAS S&C 2557 - Q1,NEAS,NEAS S&C 2557,01/11/2021,See and Convey,,1,FFT Why?,Very patient and careing
3299,NEAS 111 2719 - Q2,NEAS,NEAS 111 2719,30/09/2022,111,,1,How could we improve?,They talked through everything and went at a slow pace.
4407,NEAS PTS 859 - Q1,NEAS,NEAS PTS 859,31/12/2021,PTS  - Patient Transport,,5,FFT Why?,"Nobody answering phone call. [16. The comfort of the ambulance] Higher height seats needed.[20. The last time you used the ambulance service, how long did you wait for the transport to leave the hospital?] - 3 hrs."
2688,NHFT 1938 - Q2,NHFT,NHFT 1938,01/02/2022,Local partnerships- MH,Adult mental health,7,What was good?,"The services in Nottingham, keep up very quickly my notes including accommodation this change and give me too appropriately to started to engage. "
2691,NHFT 1954 - Q1,NHFT,NHFT 1954,01/02/2022,Local partnerships- MH,Adult mental health,7,What could we do better?,"The 'machine gun' questions at the start of entry into the service were literally traumatic.  Asking blunt, rapid fire questions relating to past trauma with zero aftercare available.
Good luck, Mental Health Services.  I hope the Mental Health Services get more similar to the care level of physical conditions.  More budget and recognising that the criminals are probably folks who deny they have the mental health problems (this part needs [word unreadable] explanation but [word unreadable]."
7333,NEAS PTS 889 - Q2,NEAS,NEAS PTS 889,31/01/2022,PTS  - Patient Transport,,7,How could we improve?,"On time, host on time."
4076,NEAS S&C 4579 - Q2,NEAS,NEAS S&C 4579,5/17/2022,See and Convey,,1,How could we improve?,Nothing 
6924,NHFT 704 - Q2,NHFT,NHFT 704,30/09/2021,Forensic,High secure women's service,1,What was good?,Keeps me safe.  Staff & patients are nice to me & I like playing board games & team work. 
4836,NHFT 399 - Q1,NHFT,NHFT 399,14/07/2021,Local partnerships- MH,Adult mental health,5,What could we do better?,"Actually caring and trying to help, rather than discharging me because I'm too high risk, and leaving me with no one."
1408,NHFT 1582 - Q1,NHFT,NHFT 1582,13/04/2022,Community health services,Specialist Services and CYP,1,What could we do better?,I cannot think of anything that could better the service I received. 
4518,NEAS PTS 1192 - Q1,NEAS,NEAS PTS 1192,31/03/2022,PTS  - Patient Transport,,1,FFT Why?,No. ( The transport was booked via GP)
2242,NEAS 111 2264 - Q2,NEAS,NEAS 111 2264,30/06/2022,111,,1,How could we improve?,"Very polite, helpful."
4994,NHFT 959 - Q2,NHFT,NHFT 959,02/11/2021,Forensic,Wathwood,2,What was good?,The good hearted people. 
1203,NHFT 963 - Q2,NHFT,NHFT 963,02/11/2021,Forensic,Wathwood,1,What was good?,Craft. 
7123,NHFT 1375 - Q2,NHFT,NHFT 1375,15/03/2022,Forensic,High secure PD pathway,1,What was good?,The treatment that I received was a huge difference of decision making and to stop taking illegal drugs in the future. 
817,NEAS S&C 5089 - Q1,NEAS,NEAS S&C 5089,21/06/2022,See and Convey,,1,FFT Why?,Arrived quickly. Very professional and thorough 
6060,NEAS 111 2342 - Q1,NEAS,NEAS 111 2342,11/07/2022,111,,1,FFT Why?,"Your staff from the first contact on the phone, the nurse and the paramedics were amazingSo 100%"
3252,NEAS 111 2547 - Q1,NEAS,NEAS 111 2547,24/08/2022,111,,3,FFT Why?,Listened to what I was asking 
283,NEAS PTS 1383 - Q1,NEAS,NEAS PTS 1383,31/05/2022,PTS  - Patient Transport,,1,FFT Why?,Booking time on the phone.
3563,NEAS PTS 1278 - Q2,NEAS,NEAS PTS 1278,31/03/2022,PTS  - Patient Transport,,1,How could we improve?,Ambulance driver very friendly. Good driver.
248,NEAS PTS 1278 - Q1,NEAS,NEAS PTS 1278,31/03/2022,PTS  - Patient Transport,,1,FFT Why?,Everything was fine. He made sure I had a wheelchair as I'm unsteady.
7554,NEAS PTS 1564 - Q2,NEAS,NEAS PTS 1564,30/06/2022,PTS  - Patient Transport,,1,How could we improve?,Good pick up driver very pleasant got there on time.
3986,NEAS S&C 3806 - Q1,NEAS,NEAS S&C 3806,3/20/2022,See and Convey,,1,FFT Why?,very prompt service  paramedic was very understanding. covid safe in approach to service. 
1223,NHFT 1048 - Q2,NHFT,NHFT 1048,10/12/2021,Community health services,South Notts,1,What was good?,Looking after my mother in a trying time.
5065,NHFT 1844 - Q2,NHFT,NHFT 1844,01/02/2022,Local partnerships- MH,Adult mental health,7,What was good?,Not at the moment. Liked the blood test but I'm still home and got ECG.
7739,NEAS S&C 5462 - Q1,NEAS,NEAS S&C 5462,19/07/2022,See and Convey,,1,FFT Why?,Nothing but praise for ourEmergency personnelCool calm and professional whilst underPunishing pressure toMaintain waiting times forPatients waiting to be admitted to hospital.
3444,NEAS PTS 918 - Q2,NEAS,NEAS PTS 918,31/01/2022,PTS  - Patient Transport,,1,How could we improve?,Members of crew considerate to patients needs.
2467,NHFT 431 - Q1,NHFT,NHFT 431,07/08/2021,Community health services,Bassetlaw,1,What could we do better?,Coffee/Tea and Biscuits (when Covid allows) would be nice!
2643,NHFT 1144 - Q1,NHFT,NHFT 1144,20/01/2022,Local partnerships- MH,Mental health services for older people,1,What could we do better?,Really not sure. 
7088,NHFT 1251 - Q2,NHFT,NHFT 1251,15/02/2022,Forensic,Offender health,2,What was good?,"Accessibility, polite, helpful & professionalism. "
617,NEAS S&C 3389 - Q1,NEAS,NEAS S&C 3389,10/02/2022,See and Convey,,1,FFT Why?,They were brilliant 
255,NEAS PTS 1299 - Q1,NEAS,NEAS PTS 1299,30/04/2022,PTS  - Patient Transport,,1,FFT Why?,Not really a boon to the elderly.
1077,NHFT 429 - Q1,NHFT,NHFT 429,06/08/2021,Unknown,Unknown,5,What could we do better?,Provide the right care for the right patient.
3484,NEAS PTS 1038 - Q2,NEAS,NEAS PTS 1038,28/02/2022,PTS  - Patient Transport,,1,How could we improve?,I have Myeloma and appreciate the transport you provide for me to access treatment.
6827,NHFT 306 - Q1,NHFT,NHFT 306,27/07/2021,Community health services,Children and young people,1,What could we do better?,Nothing.
2912,NEAS 111 1296 - Q3,NEAS,NEAS 111 1296,02/12/2021,111,,1,"Please describe any things about the 111 service that
you were particularly satisfied and/or dissatisfied with",A little disappointed with the multi choice selection has it took a while to get an appointment with north Tyneside general hospital apart from that I was satisfied with the results 
